"編號","名稱","資產淨值","資產淨值+ 殼價","市值","流通市值","理論價","現價","溢價/折讓","內資股(佔比)","最近3年盈利","CCASS頭5+ 非流通 ","券商數目","上市日","招股價","行業"
01826.hk,豐展控股,-3.9千萬,2.6億,6.8億,5.7億,0.11,0.29,171.20%,-,-7.2千萬,91.73%,114,2015/09/30,0.25,金融證券
02377.hk,博奇環保,38.9億,41.9億,6.8億,5.9億,4.90,0.80,-83.69%,-,7.8億,86.65%,102,2018/03/16,2.4,工業
06939.hk,美佳音控股,4.0億,7.0億,6.8億,6.3億,1.12,1.07,-4.85%,-,-5.7千萬,88.02%,110,2021/03/31,1.26,科技
02407.hk,高視醫療,19.7億,22.7億,6.8億,3.9億,15.32,4.58,-70.10%,-,4.0億,91.21%,83,2022/12/12,51.4,保健及生物科技
02516.hk,泛遠國際,9.0億,12.0億,6.8億,5.5億,1.29,0.73,-43.27%,-,1.1億,83.3%,63,2023/12/22,0.9,物流運輸
00727.hk,中國豐滙,9.6億,12.6億,6.7億,1.5億,0.99,0.46,-54.08%,-,-1.1億,93.62%,100,1998/01/16,8.0,食品及飲料製造
01121.hk,金陽新能源,3.1億,6.1億,6.7億,4.2億,0.32,0.34,8.59%,-,-10.0億,74.29%,140,2011/01/28,2.0,紡織及服飾製造
01244.hk,思路迪醫藥股份,6.9億,9.9億,6.7億,5.6億,3.85,2.46,-36.01%,-,-9.7億,60.73%,112,2022/12/15,24.98,保健及生物科技
02515.hk,天津建發,4.7億,7.7億,6.7億,5.8億,2.48,2.45,-1.12%,-,1.4千萬,81.98%,77,2024/04/23,2.5,建築及建築材料
02536.hk,百樂皇宮,5.7億,8.7億,6.7億,6.5億,1.07,0.81,-24.65%,-,2.4千萬,89.58%,90,2024/03/26,2.6,飲食酒店及旅遊
01278.hk,中國新城鎮,49.5億,52.5億,6.6億,2.9億,0.54,0.07,-87.58%,-,2.8億,81.7%,183,2010/10/22,N/A,地產
02298.hk,都市麗人,25.0億,28.0億,6.6億,6.6億,1.24,0.28,-77.07%,-,3.2億,75.0%,125,2014/06/26,3.6,紡織及服飾製造
01118.hk,高力集團,15.1億,18.1億,6.5億,5.4億,3.15,1.13,-64.13%,-,4.5億,32.65%,100,1994/07/15,1.13,建築及建築材料
01980.hk,天鴿互動,25.0億,28.0億,6.5億,6.5億,2.53,0.59,-76.69%,-,-1.4億,85.5%,133,2014/07/09,5.28,影視及傳媒
03300.hk,中國玻璃,-51.4億,-48.4億,6.5億,5.0億,N/A,0.32,N/A,-,-68.3億,71.58%,185,2005/06/23,2.18,工業
01553.hk,邁科管業,14.3億,17.3億,6.5億,1.5億,3.98,1.50,-62.36%,-,4.8億,96.99%,74,2019/12/18,2.28,金屬及採礦
09876.hk,大洋環球控股,3.2億,6.2億,6.5億,1.7億,2.21,2.36,6.72%,-,8.2千萬,85.15%,84,2017/10/19,1.22,食品及飲料製造
00351.hk,亞洲能源物流,1.3億,4.3億,6.4億,1.9億,0.22,0.32,47.21%,-,-4.3千萬,86.44%,248,1992/08/18,N/A,物流運輸
00809.hk,大成生化科技,-5.2億,-2.2億,6.4億,1.6億,N/A,0.38,N/A,-,51.5億,89.16%,189,2001/03/16,1.02,保健及生物科技
01878.hk,南戈壁,-23.7億,-20.7億,6.4億,5.0億,N/A,1.80,N/A,-,-5.9億,80.74%,173,2010/01/29,126.04,金屬及採礦
02878.hk,晶門半導體,11.1億,14.1億,6.4億,6.1億,0.57,0.25,-56.32%,-,2.6億,57.43%,227,2004/04/08,1.75,科技
00149.hk,中國農產品交易,17.5億,20.5億,6.3億,6.2億,0.21,0.06,-69.44%,-,1.5千萬,74.42%,258,1973/03/12,N/A,食品及飲料製造
00154.hk,北京控股環境集團,47.2億,50.2億,6.3億,3.1億,3.35,0.40,-88.06%,-,7.7億,82.85%,179,N/A,N/A,工業
00771.hk,自動系統,19.5億,22.5億,6.3億,2.7億,2.68,0.75,-72.06%,-,3.6億,84.67%,149,1997/11/05,1.18,N/A
00952.hk,華富建業金融,16.9億,19.9億,6.3億,6.3億,0.32,0.10,-68.26%,-,-1.9億,97.08%,176,1997/09/24,1.0,金融證券
01046.hk,寰宇娛樂文化,2.3億,5.3億,6.3億,6.2億,0.59,0.68,15.21%,-,-1.9億,86.84%,165,1999/07/20,1.22,影視及傳媒
01022.hk,飛魚科技,6.9億,9.9億,6.3億,6.3億,0.57,0.38,-33.90%,-,1.3億,74.3%,168,2014/12/05,2.2,科技
06989.hk,卓越商企服務,43.8億,46.8億,6.3億,1.8億,3.83,0.52,-86.43%,-,7.8億,84.67%,189,2020/10/19,10.68,地產
02621.hk,手回集團,15.3億,18.3億,6.3億,4.2億,8.07,3.00,-62.81%,-,3.5億,89.47%,89,2025/05/30,8.08,金融證券
00040.hk,金山科技工業,11.1億,14.1億,6.2億,4.7億,1.56,0.69,-55.81%,-,-3.4億,71.93%,116,1984/07/02,N/A,電子
00450.hk,鴻興印刷集團,25.9億,28.9億,6.2億,2.2億,3.18,0.66,-79.27%,-,1.3千萬,83.17%,133,1992/03/16,N/A,工業
00929.hk,國際精密,19.0億,22.0億,6.2億,6.2億,2.09,0.54,-74.38%,-,2.8千萬,82.73%,116,2004/11/01,0.77,N/A
01082.hk,源宇宙教育,5.2千萬,3.5億,6.2億,6.2億,0.58,0.97,68.28%,-,-1.1億,79.18%,142,2011/07/04,1.3,其他
01823.hk,華昱高速,9.5億,12.5億,6.2億,1.9億,2.65,1.28,-51.73%,-,3.1億,87.52%,102,2009/12/23,1.28,食品及飲料製造
02008.hk,鳳凰衛視,27.0億,30.0億,6.2億,2.6億,6.00,1.23,-79.52%,-,-7.4億,82.85%,163,2000/06/30,1.08,影視及傳媒
08162.hk,港銀控股,2.4億,3.4億,6.2億,6.2億,0.34,0.59,72.73%,-,1.1億,56.97%,101,2014/08/05,0.36,N/A
01285.hk,嘉士利集團,12.0億,15.0億,6.2億,6.2億,3.62,1.48,-59.15%,-,2.5億,92.22%,87,2014/09/25,3.7,食品及飲料製造
01669.hk,環球信貸集團,9.5億,12.5億,6.2億,1.4億,3.11,1.46,-53.10%,-,1.5億,90.7%,100,2014/12/12,1.35,金融證券
00052.hk,大快活集團,6.7億,9.7億,6.1億,3.7億,7.48,4.70,-37.21%,-,8.6千萬,75.91%,176,1991/10/09,N/A,飲食酒店及旅遊
00210.hk,達芙妮國際,9.8億,12.8億,6.1億,4.2億,0.65,0.31,-52.21%,-,3.1億,78.13%,164,1995/11/03,1.0,紡織及服飾製造
00302.hk,中手游,27.1億,30.1億,6.1億,6.0億,0.96,0.20,-79.79%,-,-39.0億,58.66%,221,2019/10/31,2.83,科技
00813.hk,世茂集團,-2.3億,7.0千萬,6.1億,5.3億,0.01,0.06,757.06%,-,-4.5百億,59.34%,271,2006/07/05,6.25,N/A
01588.hk,暢捷通,10.7億,13.7億,6.1億,6.1億,4.25,4.60,8.12%,-,1.4億,59.23%,113,2014/06/26,16.38,科技
03377.hk,遠洋集團,-8.4億,-5.4億,6.1億,6.0億,N/A,0.05,N/A,-,-3.6百億,58.82%,281,2007/09/28,7.7,地產
01084.hk,綠新生物科技,9.8億,12.8億,6.1億,5.3億,1.46,0.70,-52.04%,-,-2.0千萬,90.55%,80,2019/10/17,1.16,食品及飲料製造
02260.hk,環龍控股,4.9億,7.9億,6.1億,5.0億,1.62,1.24,-23.65%,-,1.4億,96.75%,58,2022/01/11,1.22,工業
09689.hk,金泰豐國際控股,6.3億,9.3億,6.1億,4.4億,0.83,0.52,-37.52%,-,-2.3千萬,85.91%,100,2018/01/17,0.5,石油化工
00365.hk,芯成科技,2.5億,5.5億,6.0億,1.9億,0.38,0.39,2.34%,-,-7.8千萬,92.05%,154,2000/10/16,1.18,工業
08037.hk,中國生物科技服務,1.9億,2.9億,6.0億,2.7億,0.30,0.62,107.71%,-,-3.6億,78.04%,126,2004/06/17,0.5,N/A
06966.hk,中國萬桐園,2.5億,5.5億,6.0億,5.7億,0.55,0.59,8.82%,-,1.7千萬,98.77%,48,2017/09/27,0.28,N/A
02350.hk,數科集團,1.6億,4.6億,6.0億,5.9億,0.52,0.71,36.05%,-,-2.5千萬,73.88%,105,2022/09/26,0.85,科技
02671.hk,美聯股份,7.3億,10.3億,6.0億,1.9億,8.52,5.00,-41.29%,-,2.2億,95.23%,50,2025/12/30,7.1,建築及建築材料
00537.hk,普源精電,N/A,N/A,6.0億,6.0億,N/A,23.80,N/A,781.68%,0.0,70.36%,103,2026/07/09,45.98,電子
00280.hk,景福集團,8.9億,11.9億,5.9億,5.6億,1.31,0.63,-51.91%,-,1.7億,80.83%,161,1988/03/28,N/A,零售及貿易
00677.hk,金源發展國際實業,13.2億,16.2億,5.9億,3.3億,0.95,0.35,-63.23%,-,9.2千萬,75.19%,162,1991/01/28,N/A,零售及貿易
01100.hk,飛達控股,12.1億,15.1億,5.9億,2.0億,3.53,1.38,-61.03%,-,2.9億,92.57%,100,2000/12/13,1.0,紡織及服飾製造
01203.hk,廣南（集團）,27.1億,30.1億,5.9億,2.6億,3.32,0.64,-80.70%,-,3.2億,75.56%,184,1994/12/09,1.03,食品及飲料製造
01290.hk,中國匯融,22.5億,25.5億,5.9億,5.9億,2.34,0.55,-76.52%,-,1.6億,81.96%,103,2013/10/28,2.18,金融證券
08030.hk,豐銀禾控股,2.8億,3.8億,5.9億,4.2億,1.09,1.73,58.33%,-,1.3億,86.28%,112,2012/05/07,0.65,N/A
00080.hk,ＣＡＩ控股,2.7億,5.7億,5.9億,4.9億,0.26,0.27,1.25%,-,-1.1億,78.26%,157,2011/01/06,1.03,金融證券
02289.hk,創美藥業,7.2億,10.2億,5.9億,4.7億,9.42,5.50,-41.62%,-,1.6億,98.53%,53,2015/12/14,8.6,保健及生物科技
01652.hk,福森藥業,4.2億,7.2億,5.9億,4.5億,0.97,0.80,-17.66%,-,-2.5億,93.92%,115,2018/07/11,2.08,保健及生物科技
02051.hk,VALA,7.6億,10.6億,5.9億,5.7億,0.65,0.35,-46.23%,-,-2.2億,63.64%,139,2018/07/13,8.5,金融證券
01769.hk,思考樂教育,9.2億,12.2億,5.9億,5.9億,1.81,0.91,-50.05%,-,1.6億,65.1%,132,2019/06/21,3.68,N/A
01643.hk,現代中藥集團,5.8億,8.8億,5.9億,1.5億,1.22,0.82,-32.50%,-,4.9千萬,91.89%,102,2021/01/15,1.18,保健及生物科技
02496.hk,友芝友生物－Ｂ,-6.2千萬,2.4億,5.9億,5.9億,1.23,3.30,168.59%,-,-4.1億,97.89%,49,2023/09/25,16.0,保健及生物科技
02562.hk,獅騰控股,N/A,N/A,5.9億,5.8億,N/A,1.27,N/A,-,-3.4億,62.71%,190,2024/10/30,10.0,科技
01856.hk,依波路,5.9千萬,3.6億,5.8億,5.4億,1.00,1.60,60.69%,-,-8.2千萬,88.81%,63,2014/07/11,3.0,零售及貿易
03999.hk,大成食品,25.4億,28.4億,5.8億,2.4億,2.79,0.56,-79.94%,-,1.1億,91.04%,180,2007/10/04,2.9,食品及飲料製造
06826.hk,昊海生物科技,63.7億,66.7億,5.8億,5.8億,29.15,16.44,-43.61%,557.94%,11.8億,68.37%,159,2015/04/30,59.0,保健及生物科技
03737.hk,中智藥業,12.7億,15.7億,5.8億,2.6億,1.82,0.68,-62.71%,-,3.0億,90.16%,103,2015/07/13,2.46,保健及生物科技
06113.hk,比特策略,N/A,N/A,5.8億,4.7億,N/A,1.45,N/A,-,2.1千萬,95.37%,81,2017/07/12,1.38,影視及傳媒
06182.hk,乙德投資控股,6.8千萬,3.7億,5.8億,5.8億,0.46,0.72,56.52%,-,-3.5千萬,92.78%,95,2018/01/17,0.65,建築及建築材料
01865.hk,鵬高控股集團,9.7千萬,4.0億,5.8億,3.2億,0.28,0.42,51.89%,-,-2.5千萬,73.65%,137,2019/03/27,0.55,建築及建築材料
09919.hk,艾德韋宣集團,3.7億,6.7億,5.8億,5.2億,0.91,0.78,-14.45%,-,2.9億,85.86%,113,2020/01/16,2.02,影視及傳媒
01412.hk,雋思集團,9.0億,12.0億,5.8億,4.8億,2.25,1.08,-51.82%,-,2.7億,87.49%,66,2020/01/16,1.18,工業
02502.hk,金源氫化,11.1億,14.1億,5.8億,5.8億,1.47,0.63,-57.21%,-,5.2百萬,92.36%,95,2023/12/20,1.2,石油化工
02149.hk,貝克微,14.9億,17.9億,5.8億,5.6億,28.47,32.40,13.82%,-,4.3億,56.04%,101,2023/12/28,27.47,科技
00370.hk,港仔機器人,4.7億,7.7億,5.7億,4.6億,0.37,0.27,-26.23%,-,-2.7億,71.8%,201,1996/03/26,1.0,電子
00848.hk,茂業國際,1.4百億,1.5百億,5.7億,5.7億,2.87,0.11,-96.20%,-,-7.1億,89.83%,149,2008/05/05,3.1,零售及貿易
00854.hk,威雅利,5.8億,8.8億,5.7億,1.2億,8.53,5.57,-34.70%,-,-1.8億,97.9%,67,2013/12/06,N/A,電子
01108.hk,凱盛新能,36.1億,39.1億,5.7億,5.6億,6.06,2.29,-62.29%,158.27%,-12.3億,82.4%,152,1994/07/08,3.65,工業
03678.hk,弘業期貨,21.7億,24.7億,5.7億,5.7億,2.45,2.21,-10.05%,303.6%,4.5千萬,82.51%,123,2015/12/30,2.43,金融證券
08188.hk,駿傑集團控股,2.1億,3.1億,5.7億,2.4億,0.65,1.22,88.05%,-,2.3億,78.52%,102,2017/02/22,0.54,N/A
09882.hk,永聯豐控股,1.4億,4.4億,5.7億,1.3億,0.54,0.72,32.35%,-,2.6千萬,89.71%,68,2019/11/15,0.55,電子
02667.hk_depre,同仁堂醫養,N/A,N/A,5.7億,5.7億,N/A,2.60,N/A,-,0.0,88.68%,116,2026/07/07,5.5,保健及生物科技
02667.hk,同仁堂醫養,N/A,N/A,5.7億,5.7億,N/A,2.60,N/A,-,0.0,88.68%,116,2026/07/07,5.5,保健及生物科技
00089.hk,大生地產,80.2億,83.2億,5.6億,1.6億,28.91,1.95,-93.25%,-,-7.8億,79.26%,139,1973/02/21,N/A,地產
00225.hk,博富臨置業,43.8億,46.8億,5.6億,8.9千萬,42.51,5.15,-87.89%,-,-9.9億,90.57%,74,1972/12/19,N/A,地產
00382.hk,中滙集團,52.7億,55.7億,5.6億,1.6億,4.64,0.47,-89.98%,-,6.2億,86.99%,158,2019/07/16,2.85,N/A
01476.hk,金融街證券,1.0百億,1.0百億,5.6億,5.6億,4.02,1.25,-68.89%,-,6.2億,95.76%,75,2015/10/15,3.92,金融證券
01442.hk,鷹輝物流,1.6億,4.5億,5.6億,5.6億,0.22,0.27,22.48%,-,4.3千萬,87.03%,55,2020/01/21,0.31,物流運輸
02402.hk,億華通,23.0億,26.0億,5.6億,5.6億,10.82,12.52,15.69%,437.56%,-14.4億,76.46%,117,2023/01/12,60.0,電子
00099.hk,王氏國際,35.6億,38.6億,5.5億,2.0億,8.07,1.15,-85.75%,-,-8.5億,86.07%,95,1983/12/15,N/A,電子
00201.hk,華大酒店,42.3億,45.3億,5.5億,1.7億,0.51,0.06,-87.76%,-,-6.9千萬,90.14%,161,1972/11/17,N/A,飲食酒店及旅遊
00860.hk,ＡＰＯＬＬＯ出行,13.8億,16.8億,5.5億,4.9億,1.64,0.54,-67.10%,-,-30.6億,71.54%,220,2002/09/03,0.36,工業
01638.hk,佳兆業集團,1.5百億,1.5百億,5.5億,5.2億,1.35,0.04,-97.03%,-,62.0億,66.21%,242,2009/12/09,3.45,地產
08095.hk,北大青鳥環宇,46.8億,47.8億,5.5億,5.4億,3.16,0.64,-79.74%,-,5.0億,52.56%,141,2000/07/27,11.0,N/A
01790.hk,達力環保,14.9億,17.9億,5.5億,1.4億,1.79,0.55,-69.27%,-,1.9億,96.98%,38,2018/11/29,0.58,公用事業
02573.hk,新琪安,7.7億,10.7億,5.5億,5.5億,11.13,5.60,-49.68%,-,1.1億,95.74%,83,2025/06/10,18.9,食品及飲料製造
01565.hk,成實外教育,10.0億,13.0億,5.4億,4.7億,0.43,0.18,-58.32%,-,3.2千萬,71.22%,123,2016/01/15,2.4,其他
09609.hk,海偉股份,N/A,N/A,5.4億,5.4億,N/A,7.74,N/A,-,2.3億,88.2%,91,2025/11/28,14.28,電子
00279.hk,裕承科金,5.9千萬,3.6億,5.3億,5.2億,0.26,0.38,47.88%,-,-1.2億,86.97%,233,1988/05/11,N/A,金融證券
00464.hk,中國智能科技,7.5千萬,3.7億,5.3億,5.2億,0.50,0.70,42.22%,-,-6.5千萬,54.5%,115,2005/06/16,0.55,工業
01268.hk,美東汽車,23.5億,26.5億,5.3億,5.0億,1.97,0.38,-80.71%,-,-31.0億,84.16%,115,2013/12/05,1.8,零售及貿易
01319.hk,靄華押業信貸,11.6億,14.6億,5.3億,5.3億,0.76,0.28,-62.35%,-,2.2億,90.22%,124,2013/03/12,0.98,金融證券
01685.hk,博耳電力,3.5億,6.5億,5.3億,5.3億,0.84,0.62,-25.44%,-,8.5千萬,84.3%,152,2010/10/20,6.38,工業
02000.hk,晨訊科技,14.8億,17.8億,5.3億,2.3億,0.84,0.25,-70.26%,-,2.4億,89.14%,182,2005/06/30,1.7,科技
02178.hk,百勤油服,1.8億,4.8億,5.3億,4.0億,0.28,0.30,10.61%,-,-6.8千萬,75.38%,151,2013/03/06,3.28,石油化工
03828.hk,明輝國際,13.8億,16.8億,5.3億,3.6億,2.28,0.72,-68.44%,-,3.5億,57.9%,146,2007/11/02,2.98,工業
02863.hk,高豐集團控股,2.5億,5.5億,5.3億,5.3億,0.79,0.82,3.52%,-,-4.6千萬,76.67%,94,2017/08/11,0.86,建築及建築材料
01183.hk,澳能建設,N/A,N/A,5.3億,2.5億,N/A,0.13,N/A,-,19.6萬,82.29%,178,2018/02/13,1.25,建築及建築材料
02779.hk,中國新華教育,47.1億,50.1億,5.3億,1.7億,3.12,0.33,-89.41%,-,10.7億,89.65%,148,2018/03/26,3.26,N/A
06890.hk,康利國際控股,10.7億,13.7億,5.3億,5.2億,2.25,0.81,-64.02%,-,2.3億,94.75%,71,2018/11/19,1.02,金屬及採礦
06919.hk,人瑞人才,15.1億,18.1億,5.3億,N/A,11.41,3.37,-70.46%,-,6.7千萬,N/A,103,2019/12/13,26.6,N/A
01334.hk,瑞昌國際控股,4.3億,7.3億,5.3億,2.8億,1.47,1.07,-26.79%,-,7.7千萬,92.48%,68,2024/07/10,1.05,石油化工
00869.hk,彩星玩具,10.5億,13.5億,5.2億,2.4億,1.19,0.46,-61.38%,-,3.4億,78.23%,176,2008/02/01,N/A,工業
02355.hk,寶業集團,1.5百億,1.6百億,5.2億,4.9億,29.91,3.10,-89.64%,-,17.4億,49.19%,104,2003/06/30,1.43,建築及建築材料
00612.hk,嘉文世紀投資公司,5.0億,8.0億,5.2億,4.5億,0.51,0.34,-34.84%,-,-11.1億,58.62%,169,2002/01/02,0.5,金融證券
01317.hk,楓葉教育,22.5億,25.5億,5.2億,5.2億,0.90,0.17,-80.49%,-,5.1百萬,88.47%,164,2014/11/28,2.88,其他
01538.hk,中奧到家,13.0億,16.0億,5.2億,5.2億,1.87,0.60,-68.00%,-,2.9億,81.6%,129,2015/11/25,1.88,地產
08349.hk,硅鑫集團,6.2千萬,1.6億,5.2億,3.1億,0.41,1.29,217.74%,-,-1.1千萬,68.82%,147,2017/01/13,0.35,N/A
01529.hk,樂氏國際控股,2.0億,5.0億,5.2億,3.7億,0.74,0.73,-1.76%,-,-9.0千萬,74.47%,100,2017/10/18,0.3,物流運輸
06933.hk,新娛科控股,7.1千萬,3.7億,5.2億,1.4億,0.87,1.24,43.15%,-,-1.8億,85.96%,100,2020/07/15,1.63,科技
02392.hk,玄武雲,3.2億,6.2億,5.2億,3.3億,1.12,0.93,-17.08%,-,-1.3億,84.33%,107,2022/07/08,6.24,科技
00018.hk,東方傳媒集團,16.8億,19.8億,5.1億,8.9千萬,0.82,0.21,-74.28%,-,1.3億,91.78%,170,1987/08/18,N/A,影視及傳媒
00529.hk,SIS INT'L,36.1億,39.1億,5.1億,1.3億,14.08,1.82,-87.04%,-,2.9億,90.86%,60,1992/08/18,N/A,科技
00588.hk,北京北辰實業股份,1.4百億,1.5百億,5.1億,5.0億,4.34,0.71,-83.64%,376.23%,-64.2億,73.89%,211,1997/05/14,2.4,地產
00829.hk,神冠控股,24.2億,27.2億,5.1億,1.7億,0.84,0.15,-81.94%,-,-1.5千萬,85.71%,166,2009/10/13,3.1,食品及飲料製造
03315.hk,金邦達寶嘉,22.8億,25.8億,5.1億,4.1億,3.20,0.62,-80.63%,-,2.4億,81.47%,145,2013/12/04,5.39,科技
06123.hk,圓通國際快遞,9.8億,12.8億,5.1億,5.1億,3.05,1.23,-59.68%,-,-9.0千萬,80.4%,176,2014/07/11,1.18,物流運輸
01693.hk,璋利國際,N/A,N/A,5.1億,1.7億,N/A,6.41,N/A,-,-2.8千萬,96.31%,102,2017/08/09,0.7,建築及建築材料
01861.hk,保寶龍科技,3.8億,6.8億,5.1億,5.1億,2.91,2.19,-24.65%,-,1.5億,85.58%,95,2019/06/21,N/A,工業
02107.hk,第一服務控股,6.3億,9.3億,5.1億,4.0億,0.73,0.39,-46.73%,-,-8.4百萬,87.19%,118,2020/10/22,2.4,地產
08637.hk,元續科技,N/A,N/A,5.1億,5.0億,N/A,3.39,N/A,-,1.8千萬,87.61%,68,2024/07/02,2.42,N/A
01282.hk,中澤豐,53.9億,56.9億,5.0億,1.4億,1.14,0.11,-90.59%,-,-2.4億,92.63%,196,2010/12/15,0.95,綜合企業
08195.hk,傳承教育集團,4.9億,5.9億,5.0億,3.9億,1.29,1.09,-15.37%,-,8.3千萬,73.66%,147,2014/10/10,0.6,N/A
01520.hk,天機控股,1.7億,4.7億,5.0億,N/A,0.49,0.60,21.66%,-,-2.8億,N/A,143,2013/12/03,0.35,紡織及服飾製造
02337.hk,眾誠能源,5.7億,8.7億,5.0億,4.9億,2.33,1.36,-41.52%,-,1.1億,88.53%,66,2017/10/16,2.68,石油化工
00784.hk,愛生命國際,4.6千萬,3.5億,5.0億,5.0億,0.43,0.61,41.20%,-,-2.0千萬,88.5%,110,2017/12/28,0.5,建築及建築材料
08403.hk,德豐宿來,1.8千萬,1.2億,5.0億,4.9億,0.69,3.10,347.00%,-,-4.4千萬,91.22%,90,2018/06/12,0.145,N/A
02262.hk,梁志天設計集團,3.3億,6.3億,5.0億,5.0億,0.55,0.44,-20.27%,-,-5.8百萬,87.43%,67,2018/07/05,0.88,建築及建築材料
02189.hk,嘉濤（香港）控股,4.5億,7.5億,5.0億,4.7億,0.75,0.49,-34.35%,-,8.6千萬,87.19%,77,2019/06/13,0.6,保健及生物科技
01925.hk,曠世芳香,6.4億,9.4億,5.0億,9.3千萬,2.31,1.24,-46.43%,-,2.3億,95.66%,43,2020/01/16,1.28,零售及貿易
02321.hk,雙財莊,N/A,N/A,5.0億,1.4億,N/A,0.49,N/A,-,8.8千萬,95.76%,98,2022/08/19,0.56,食品及飲料製造
02571.hk,賽目科技,10.5億,13.5億,5.0億,5.0億,10.11,15.00,48.41%,-,1.8億,92.88%,61,2025/01/15,12.99,科技
02651.hk,大眾口腔,3.8億,6.8億,5.0億,4.8億,13.48,25.74,90.97%,-,1.3億,76.68%,76,2025/07/09,20.0,N/A
00160.hk,漢國置業,1.0百億,1.1百億,4.9億,4.8億,14.78,0.69,-95.36%,-,-6.7億,77.61%,159,1972/09/16,N/A,地產
00750.hk,水發興業能源,49.6億,52.6億,4.9億,4.5億,2.09,0.19,-90.75%,-,-5.2千萬,80.81%,195,2009/01/13,1.05,建築及建築材料
00987.hk,中國再生能源投資,19.1億,22.1億,4.9億,4.9億,0.88,0.19,-78.25%,-,5.9千萬,85.2%,265,1994/01/27,1.78,公用事業
01053.hk,重慶鋼鐵股份,1.8百億,1.8百億,4.9億,4.8億,1.86,0.90,-51.65%,1685.7%,-80.7億,54.07%,207,1997/10/17,1.71,金屬及採礦
01255.hk,ＴＡＴＡ健康,-5.4千萬,2.5億,4.9億,1.6億,1.01,2.02,99.24%,-,-8.7千萬,80.03%,96,2013/07/11,2.13,零售及貿易
02389.hk,北京健康,16.6億,19.6億,4.9億,4.8億,0.32,0.08,-75.27%,-,-2.8億,59.49%,182,2002/04/26,0.95,保健及生物科技
01673.hk,華章科技,4.6億,7.6億,4.9億,3.6億,0.47,0.30,-36.75%,-,-8.9千萬,71.08%,66,2013/05/16,1.2,工業
01243.hk,宏安地產,25.7億,28.7億,4.9億,4.9億,0.19,0.03,-83.05%,-,-17.1億,90.58%,157,2016/04/12,0.92,地產
03686.hk,祈福生活服務,6.9億,9.9億,4.9億,1.7億,0.97,0.46,-52.66%,-,5.1億,91.65%,88,2016/11/08,0.46,地產
06628.hk,創勝集團醫藥－Ｂ,7.2億,10.2億,4.9億,4.3億,2.26,1.04,-54.02%,-,-10.4億,63.63%,135,2021/09/29,16.0,保健及生物科技
00524.hk,長城天下,-2.2千萬,2.8億,4.8億,4.8億,1.18,2.03,72.22%,-,-9.1千萬,79.9%,233,1989/04/21,N/A,科技
00550.hk,律齊文化,4.7千萬,3.5億,4.8億,4.7億,0.76,1.00,31.31%,-,-5.4千萬,72.06%,127,2000/07/20,0.28,影視及傳媒
02138.hk,醫思健康,13.9億,16.9億,4.8億,4.8億,1.42,0.43,-69.76%,-,-1.9億,75.19%,168,2016/03/11,3.03,保健及生物科技
01653.hk,MOS HOUSE,1.2億,4.2億,4.8億,2.3億,1.47,1.78,21.47%,-,-1.2百萬,87.58%,92,2018/10/19,0.19,建築及建築材料
08611.hk,九福來,2.9百萬,1.0億,4.8億,2.0億,0.17,0.72,319.89%,-,-8.8百萬,78.5%,101,2018/10/22,0.62,N/A
01909.hk,火岩控股,1.1億,4.1億,4.8億,4.1億,1.68,1.81,7.45%,-,4.8億,79.82%,163,2016/02/18,1.28,科技
01692.hk,登輝控股,3.4億,6.4億,4.8億,7.8千萬,1.78,1.33,-25.43%,-,2.9億,96.01%,71,2019/10/25,1.3,工業
09928.hk,時代鄰里,15.6億,18.6億,4.8億,4.8億,1.89,0.51,-73.30%,-,-2.0億,71.19%,178,2019/12/19,5.15,地產
02159.hk,麥迪衛康,1.5億,4.5億,4.8億,4.3億,1.61,1.74,7.97%,-,-1.4億,81.06%,126,2021/01/19,3.0,保健及生物科技
00606.hk,中駿商管,32.6億,35.6億,4.8億,2.3億,1.84,0.25,-86.62%,-,4.1億,93.35%,119,2021/07/02,3.7,地產
00587.hk,海螺環保,31.5億,34.5億,4.8億,4.8億,1.89,0.27,-85.68%,-,4.3千萬,60.26%,132,2022/03/30,10.0,工業
06922.hk,康灃生物－Ｂ,5.9千萬,3.6億,4.8億,4.8億,1.47,3.00,104.69%,-,-2.6億,94.63%,59,2022/12/30,18.9,N/A
02486.hk,普樂師集團控股,5.5億,8.5億,4.8億,3.8億,7.52,4.22,-43.82%,-,5.1千萬,98.38%,54,2023/05/11,10.6,影視及傳媒
00191.hk,麗新國際,1.4百億,1.4百億,4.7億,2.9億,16.08,0.50,-96.89%,-,-55.1億,82.31%,148,1987/12/03,N/A,綜合企業
00256.hk,冠城鐘錶珠寶,46.9億,49.9億,4.7億,3.8億,0.96,0.09,-90.64%,-,-4.2億,68.75%,194,1991/12/10,N/A,零售及貿易
00556.hk,泛亞環保,11.8億,14.8億,4.7億,1.4億,1.47,0.43,-70.74%,-,2.9千萬,86.09%,124,2007/12/21,2.8,工業
01332.hk,透雲生物,-5.1千萬,2.5億,4.7億,3.2億,0.09,0.14,61.95%,-,-3.3億,65.18%,176,2012/07/12,1.59,工業
01373.hk,國際家居零售,8.7億,11.7億,4.7億,2.5億,1.65,0.65,-60.52%,-,1.5億,74.09%,122,2013/09/25,2.81,零售及貿易
01522.hk,京投交通科技,29.3億,32.3億,4.7億,4.6億,1.54,0.22,-85.71%,-,4.8億,77.61%,158,2012/05/16,1.0,科技
